,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Mean,Bwd Packet Length Std,Fwd IAT Total,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Bytes,Subflow Bwd Bytes,Init Fwd Win Bytes,Label
2019277,935,299.0,935,187.0,418.1447,299,99.666664,172.62773,4372251.0,935,137.11111,315.12515,99303.86,154.25,187.0,99.666664,935,299,237,0
1200908,451,795.0,440,28.1875,109.81756,795,56.785713,212.47269,115638271.0,795,40.19355,160.78503,25851.828,41.533333,28.1875,56.785713,451,795,8192,0
2891391,0,0.0,0,0.0,0.0,0,0.0,0.0,1033.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,255,0
569771,0,0.0,0,0.0,0.0,0,0.0,0.0,77400000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0
1373701,455,338.0,140,75.833336,62.93621,145,67.6,69.75887,698080.0,145,66.083336,63.402695,4019.9016,72.09091,75.833336,67.6,455,338,8192,0
3474193,31,47.0,31,31.0,0.0,47,47.0,0.0,0.0,47,36.333332,9.237604,85.333336,54.5,31.0,47.0,31,47,-1,0
2767966,1128,1581.0,661,141.0,222.62332,1173,225.85715,430.0986,1687798.0,1173,169.3125,317.73126,100953.164,180.6,141.0,225.85715,1128,1581,8192,0
1946827,935,313.0,935,187.0,418.1447,313,156.5,221.32442,53906.0,935,156.0,333.2751,111072.29,178.28572,187.0,156.5,935,313,65535,0
1280008,49,110.0,49,49.0,0.0,110,110.0,0.0,0.0,110,69.333336,35.218365,1240.3334,104.0,49.0,110.0,49,110,-1,0
3068656,161,488.0,161,53.666668,92.95339,488,122.0,244.0,406.0,488,81.125,173.78758,30202.125,92.71429,53.666668,122.0,161,488,8192,0
1706835,935,310.0,935,187.0,418.1447,310,155.0,219.20311,1262.0,935,155.625,333.07483,110938.836,177.85715,187.0,155.0,935,310,65535,0
2872967,0,0.0,0,0.0,0.0,0,0.0,0.0,86170497.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,62558,0
2267578,935,648.0,935,187.0,418.1447,324,162.0,187.0615,4591094.0,935,158.3,304.33682,92620.9,175.88889,187.0,162.0,935,648,219,0
1204583,48,96.0,48,48.0,0.0,96,96.0,0.0,0.0,96,64.0,27.712812,768.0,96.0,48.0,96.0,48,96,-1,0
2621140,1128,1581.0,661,141.0,222.62332,1173,225.85715,430.0986,1673609.0,1173,169.3125,317.73126,100953.164,180.6,141.0,225.85715,1128,1581,8192,0
1946182,935,250.0,935,187.0,418.1447,250,125.0,176.7767,19019.0,935,148.125,329.76114,108742.414,169.28572,187.0,125.0,935,250,65535,0
3169667,674,301.0,187,67.4,68.00196,197,43.0,74.66815,1679852.0,197,54.166668,68.86838,4742.853,57.35294,67.4,43.0,674,301,8192,0
411477,1148,1581.0,677,143.5,228.12967,1173,197.625,406.1217,1367470.0,1173,160.52942,312.0441,97371.516,170.5625,143.5,197.625,1148,1581,8192,0
582511,1008,22767.0,350,37.333332,95.991585,1460,734.4194,691.433,116000000.0,1460,402.9661,612.50757,375165.53,409.9138,37.333332,734.4194,1008,22767,8192,0
1175458,60,238.0,30,30.0,0.0,119,119.0,0.0,21438.0,119,65.6,48.747307,2376.3,82.0,30.0,119.0,60,238,-1,0
1087935,594,4603.0,194,45.692307,68.40369,1430,383.58334,603.23816,117804700.0,1430,199.88461,438.77023,192519.31,207.88,45.692307,383.58334,594,4603,8192,0
1171026,161,488.0,161,53.666668,92.95339,488,122.0,244.0,302.0,488,81.125,173.78758,30202.125,92.71429,53.666668,122.0,161,488,8192,0
3054317,0,0.0,0,0.0,0.0,0,0.0,0.0,54562771.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,279,0
1266862,72,136.0,36,36.0,0.0,68,68.0,0.0,36850.0,68,48.8,17.527122,307.2,61.0,36.0,68.0,72,136,-1,0
2338126,935,344.0,935,187.0,418.1447,344,114.666664,198.60849,4203393.0,935,142.11111,318.35532,101350.11,159.875,187.0,114.666664,935,344,219,0
3213976,1128,1581.0,661,141.0,222.62332,1173,225.85715,430.0986,1428533.0,1173,169.3125,317.73126,100953.164,180.6,141.0,225.85715,1128,1581,8192,0
3515235,161,488.0,161,53.666668,92.95339,488,122.0,244.0,445.0,488,81.125,173.78758,30202.125,92.71429,53.666668,122.0,161,488,8192,0
3411755,36,73.0,36,36.0,0.0,73,73.0,0.0,0.0,73,48.333332,21.36196,456.33334,72.5,36.0,73.0,36,73,-1,0
958441,557,3773.0,206,61.88889,88.34371,1460,539.0,655.4329,46527.0,1460,254.70589,474.6863,225327.1,270.625,61.88889,539.0,557,3773,8192,0
3539055,123,46.0,46,24.6,23.276598,46,46.0,0.0,53624480.0,46,30.714285,21.684975,470.2381,35.833332,24.6,46.0,123,46,706,0
2760313,0,0.0,0,0.0,0.0,0,0.0,0.0,1187779.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8192,0
3005108,42,70.0,42,42.0,0.0,70,70.0,0.0,0.0,70,51.333332,16.165808,261.33334,77.0,42.0,70.0,42,70,-1,0
266013,161,488.0,161,53.666668,92.95339,488,122.0,244.0,387.0,488,81.125,173.78758,30202.125,92.71429,53.666668,122.0,161,488,8192,0
557529,66,148.0,66,66.0,0.0,148,148.0,0.0,0.0,148,93.333336,47.342724,2241.3333,140.0,66.0,148.0,66,148,-1,0
2765862,1128,1581.0,661,141.0,222.62332,1173,225.85715,430.0986,1686552.0,1173,169.3125,317.73126,100953.164,180.6,141.0,225.85715,1128,1581,8192,0
2854759,77,0.0,46,25.666666,23.459185,0,0.0,0.0,305.0,46,30.75,21.68525,470.25,41.0,25.666666,0.0,77,0,253,0
1199785,720,32017.0,346,31.304348,84.33183,1460,865.32434,701.7704,115832287.0,1460,536.6721,683.6714,467406.56,545.61664,31.304348,865.32434,720,32017,8192,0
1169466,51,147.0,51,51.0,0.0,147,147.0,0.0,0.0,147,83.0,55.425625,3072.0,124.5,51.0,147.0,51,147,-1,0
163121,286,170.0,103,40.857143,51.141727,131,42.5,61.798058,381063.0,131,38.0,51.10773,2612.0,41.454544,40.857143,42.5,286,170,8192,0
2050721,935,319.0,935,187.0,418.1447,319,106.333336,184.17473,4920710.0,935,139.33333,316.47708,100157.75,156.75,187.0,106.333336,935,319,237,0
712192,1138,1581.0,677,126.44444,218.25049,1173,225.85715,430.0986,2590625.0,1173,159.94118,311.95642,97316.81,169.9375,126.44444,225.85715,1138,1581,8192,0
2346539,935,324.0,935,187.0,418.1447,324,108.0,187.0615,4160483.0,935,139.88889,316.8361,100385.11,157.375,187.0,108.0,935,324,237,0
3479526,0,0.0,0,0.0,0.0,0,0.0,0.0,4459571.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0
2800905,0,0.0,0,0.0,0.0,0,0.0,0.0,112636367.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0
1653672,935,287.0,935,187.0,418.1447,287,143.5,202.93965,1195.0,935,152.75,331.64816,109990.5,174.57143,187.0,143.5,935,287,65535,0
3199506,320,75.0,80,53.333332,41.31182,75,15.0,33.54102,119997670.0,80,32.916668,40.701706,1656.6288,35.909092,53.333332,15.0,320,75,256,0
3210786,0,0.0,0,0.0,0.0,0,0.0,0.0,87867783.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,63326,0
1024269,78,194.0,39,39.0,0.0,97,97.0,0.0,45161.0,97,62.2,31.767908,1009.2,77.75,39.0,97.0,78,194,-1,0
2889243,47,134.0,47,47.0,0.0,134,134.0,0.0,0.0,134,76.0,50.229473,2523.0,114.0,47.0,134.0,47,134,-1,0
1820162,935,289.0,935,187.0,418.1447,289,144.5,204.35387,1506.0,935,153.0,331.76456,110067.71,174.85715,187.0,144.5,935,289,65535,0
707028,1138,1581.0,677,113.8,209.61754,1173,225.85715,430.0986,8742700.0,1173,151.05556,304.98108,93013.47,159.94118,113.8,225.85715,1138,1581,8192,0
2554227,39,100.0,39,39.0,0.0,100,100.0,0.0,0.0,100,59.333332,35.218365,1240.3334,89.0,39.0,100.0,39,100,-1,0
923862,0,0.0,0,0.0,0.0,0,0.0,0.0,100208241.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0
289197,43,107.0,43,43.0,0.0,107,107.0,0.0,0.0,107,64.333336,36.950417,1365.3334,96.5,43.0,107.0,43,107,-1,0
3495813,1144,1581.0,677,143.0,227.96992,1173,225.85715,430.0986,1642264.0,1173,170.3125,319.4027,102018.09,181.66667,143.0,225.85715,1144,1581,8192,0
2410558,935,350.0,935,155.83333,381.71216,350,87.5,175.0,4289799.0,935,116.818184,290.96625,84661.37,128.5,155.83333,87.5,935,350,219,0
995202,40,99.0,40,40.0,0.0,99,99.0,0.0,0.0,99,59.666668,34.063667,1160.3334,89.5,40.0,99.0,40,99,-1,0
2349829,935,361.0,935,187.0,418.1447,361,120.333336,208.42345,4133526.0,935,144.0,319.7503,102240.25,162.0,187.0,120.333336,935,361,219,0
2090296,935,371.0,935,187.0,418.1447,371,123.666664,214.19695,4226691.0,935,145.11111,320.6148,102793.86,163.25,187.0,123.666664,935,371,237,0
1037617,1148,1581.0,677,95.666664,195.21892,1173,225.85715,430.0986,6724351.0,1173,136.45,292.32794,85455.63,143.63158,95.666664,225.85715,1148,1581,8192,0
1869946,935,310.0,935,187.0,418.1447,310,155.0,219.20311,1267.0,935,155.625,333.07483,110938.836,177.85715,187.0,155.0,935,310,65535,0
1790589,935,291.0,935,187.0,418.1447,291,145.5,205.76807,14246.0,935,153.25,331.88242,110145.93,175.14285,187.0,145.5,935,291,65535,0
3497952,97,231.0,97,24.25,48.5,231,57.75,115.5,51655.0,231,36.444443,79.69961,6352.028,41.0,24.25,57.75,97,231,8192,0
3072699,670,301.0,187,67.0,68.15994,197,43.0,74.66815,1721476.0,197,53.944443,68.906136,4748.0557,57.117645,67.0,43.0,670,301,8192,0
2294722,935,355.0,935,187.0,418.1447,355,118.333336,204.95935,4199419.0,935,143.33333,319.24716,101918.75,161.25,187.0,118.333336,935,355,237,0
935834,1144,1581.0,677,104.0,202.09106,1173,225.85715,430.0986,16247888.0,1173,143.42105,298.47302,89086.15,151.38889,104.0,225.85715,1144,1581,8192,0
2942938,364,582.0,103,52.0,49.217205,409,116.4,167.03532,844857.0,409,72.76923,109.53322,11997.525,78.833336,52.0,116.4,364,582,8192,0
912395,14702,9157992.0,502,12.784348,78.04767,1460,1449.0493,101.45192,110505180.0,1460,1227.7733,527.75946,278530.03,1227.9376,12.784348,1449.0493,14702,9157992,8192,0
3409315,1132,1581.0,661,125.77778,213.67369,1173,225.85715,430.0986,4768989.0,1173,159.58824,310.4088,96353.63,169.5625,125.77778,225.85715,1132,1581,8192,0
3287680,70,102.0,35,35.0,0.0,51,51.0,0.0,53909.0,51,41.4,8.763561,76.8,51.75,35.0,51.0,70,102,-1,0
2788272,0,0.0,0,0.0,0.0,0,0.0,0.0,86118789.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,62560,0
3219674,29,45.0,29,29.0,0.0,45,45.0,0.0,0.0,45,34.333332,9.237604,85.333336,51.5,29.0,45.0,29,45,-1,0
262613,1128,1581.0,661,141.0,222.62332,1173,225.85715,430.0986,1679097.0,1173,169.3125,317.73126,100953.164,180.6,141.0,225.85715,1128,1581,8192,0
1658959,935,312.0,935,187.0,418.1447,312,156.0,220.61731,1273.0,935,155.875,333.20798,111027.555,178.14285,187.0,156.0,935,312,65535,0
1715059,935,275.0,935,187.0,418.1447,275,137.5,194.45436,1376.0,935,151.25,330.98068,109548.21,172.85715,187.0,137.5,935,275,65535,0
3358246,68,252.0,34,34.0,0.0,126,126.0,0.0,113589.0,126,70.8,50.390476,2539.2,88.5,34.0,126.0,68,252,-1,0
115983,0,0.0,0,0.0,0.0,0,0.0,0.0,113000000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0
1786705,935,299.0,935,187.0,418.1447,299,149.5,211.42493,1205.0,935,154.25,332.36844,110468.79,176.28572,187.0,149.5,935,299,65535,0
2552455,0,0.0,0,0.0,0.0,0,0.0,0.0,102.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2240,0
2319431,935,291.0,935,187.0,418.1447,291,97.0,168.00893,4232168.0,935,136.22223,314.6223,98987.195,153.25,187.0,97.0,935,291,219,0
3038052,551,3425.0,200,61.22222,87.134636,1460,489.2857,670.00964,248912.0,1460,233.88235,469.96262,220864.86,248.5,61.22222,489.2857,551,3425,8192,0
2807324,0,0.0,0,0.0,0.0,0,0.0,0.0,86296644.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,62566,0
3264645,3638,353581.0,611,33.685184,83.430046,1460,1304.7269,413.26947,64407398.0,1460,940.05,674.6523,455155.72,942.53033,33.685184,1304.7269,3638,353581,8192,0
1877511,935,261.0,935,187.0,418.1447,261,130.5,184.55487,3220.0,935,149.5,330.26917,109077.71,170.85715,187.0,130.5,935,261,65535,0
1886015,935,259.0,935,187.0,418.1447,259,129.5,183.14066,2789.0,935,149.25,330.17343,109014.5,170.57143,187.0,129.5,935,259,65535,0
3282744,0,0.0,0,0.0,0.0,0,0.0,0.0,85984716.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,62570,0
1682835,935,247.0,935,187.0,418.1447,247,123.5,174.65538,1061.0,935,147.75,329.63043,108656.21,168.85715,187.0,123.5,935,247,65535,0
2519821,935,694.0,935,187.0,418.1447,347,173.5,200.34055,4417162.0,935,162.9,307.2601,94408.766,181.0,187.0,173.5,935,694,237,0
142583,38,0.0,38,19.0,26.870058,0,0.0,0.0,2262.0,38,19.0,21.93931,481.33334,25.333334,19.0,0.0,38,0,176,0
407601,1148,1581.0,677,143.5,228.12967,1173,225.85715,430.0986,2112511.0,1173,170.5625,319.43323,102037.59,181.93333,143.5,225.85715,1148,1581,8192,0
1142767,1138,1581.0,677,113.8,209.61754,1173,225.85715,430.0986,6297093.0,1173,151.05556,304.98108,93013.47,159.94118,113.8,225.85715,1138,1581,8192,0
1001598,47,96.0,47,47.0,0.0,96,96.0,0.0,0.0,96,63.333332,28.290163,800.3333,95.0,47.0,96.0,47,96,-1,0
1996316,935,320.0,935,187.0,418.1447,320,106.666664,184.75209,5362832.0,935,139.44444,316.54822,100202.78,156.875,187.0,106.666664,935,320,237,0
428638,34,79.0,34,34.0,0.0,79,79.0,0.0,0.0,79,49.0,25.980762,675.0,73.5,34.0,79.0,34,79,-1,0
2450677,935,328.0,935,187.0,418.1447,328,109.333336,189.3709,4386751.0,935,140.33333,317.1293,100571.0,157.875,187.0,109.333336,935,328,219,0
1713407,935,272.0,935,187.0,418.1447,272,136.0,192.33304,1255.0,935,150.875,330.8221,109443.266,172.42857,187.0,136.0,935,272,65535,0
1883014,935,316.0,935,187.0,418.1447,316,158.0,223.44574,2886.0,935,156.375,333.4786,111207.984,178.71428,187.0,158.0,935,316,65535,0
1002717,3320,4556.0,821,301.81818,355.87296,1460,506.22223,603.97345,60347735.0,1460,375.0476,476.40512,226961.84,393.8,301.81818,506.22223,3320,4556,8192,0
1802673,935,326.0,935,187.0,418.1447,326,163.0,230.51682,1255.0,935,157.625,334.18042,111676.555,180.14285,187.0,163.0,935,326,65535,0
2045493,935,320.0,935,187.0,418.1447,320,106.666664,184.75209,4025838.0,935,139.44444,316.54822,100202.78,156.875,187.0,106.666664,935,320,237,0
1034042,1132,1581.0,661,94.333336,190.89423,1173,225.85715,430.0986,5638797.0,1173,135.65,290.78864,84558.03,142.78947,94.333336,225.85715,1132,1581,8192,0
303289,1440,1731.0,725,110.76923,196.57872,1179,216.375,405.46478,3975240.0,1179,144.13637,283.81134,80548.88,151.0,110.76923,216.375,1440,1731,8192,0
2157712,0,0.0,0,0.0,0.0,0,0.0,0.0,12338.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,237,0
187173,1148,1581.0,677,114.8,210.09247,1173,225.85715,430.0986,3967692.0,1173,151.61111,305.08267,93075.43,160.52942,114.8,225.85715,1148,1581,8192,0
948221,496,2384.0,205,62.0,90.23461,1173,298.0,540.12537,21884485.0,1173,169.41176,383.4402,147026.38,180.0,62.0,298.0,496,2384,8192,0
924768,364,14388.0,196,19.157894,51.795822,1460,553.38464,691.2251,115743490.0,1460,320.69565,581.78394,338472.53,327.82224,19.157894,553.38464,364,14388,8192,0
1372254,0,0.0,0,0.0,0.0,0,0.0,0.0,195.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,254,0
960553,38,38.0,38,38.0,0.0,38,38.0,0.0,0.0,38,38.0,0.0,0.0,57.0,38.0,38.0,38,38,-1,0
1097945,0,0.0,0,0.0,0.0,0,0.0,0.0,233.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,13783,0
1846857,935,268.0,935,187.0,418.1447,268,134.0,189.50462,14815.0,935,150.375,330.61584,109306.836,171.85715,187.0,134.0,935,268,65535,0
3040910,428,2267.0,428,142.66667,247.10591,1460,453.4,662.38043,12816.0,1460,299.44446,519.4986,269878.78,336.875,142.66667,453.4,428,2267,8192,0
2301322,935,372.0,935,187.0,418.1447,372,124.0,214.7743,4230042.0,935,145.22223,320.70303,102850.445,163.375,187.0,124.0,935,372,237,0
244921,929,9044.0,384,61.933334,110.17484,1430,532.0,630.90607,15800000.0,1430,302.21213,512.15234,262300.06,311.65625,61.933334,532.0,929,9044,8192,0
3387278,97,231.0,97,24.25,48.5,231,57.75,115.5,62085.0,231,36.444443,79.69961,6352.028,41.0,24.25,57.75,97,231,8192,0
730551,1144,1581.0,677,143.0,227.96992,1173,225.85715,430.0986,1670557.0,1173,170.3125,319.4027,102018.09,181.66667,143.0,225.85715,1144,1581,8192,0
2780914,364,582.0,103,52.0,49.217205,409,116.4,167.03532,831715.0,409,72.76923,109.53322,11997.525,78.833336,52.0,116.4,364,582,8192,0
3535375,1440,1731.0,725,102.85714,191.17284,1179,216.375,405.46478,3847069.0,1179,137.86957,278.9101,77790.84,144.13637,102.85714,216.375,1440,1731,8192,0
2779125,31,0.0,31,10.333333,17.897858,0,0.0,0.0,39.0,31,6.2,13.863622,192.2,7.75,10.333333,0.0,31,0,237,0
892520,77,0.0,46,25.666666,23.459185,0,0.0,0.0,875.0,46,30.75,21.68525,470.25,41.0,25.666666,0.0,77,0,256,0
3151458,41,111.0,41,41.0,0.0,111,111.0,0.0,0.0,111,64.333336,40.41452,1633.3334,96.5,41.0,111.0,41,111,-1,0
3501845,2191,3940.0,436,95.26087,183.62195,788,218.88889,363.1802,117826954.0,788,145.9762,277.6307,77078.805,149.53659,95.26087,218.88889,2191,3940,8192,0
2140520,935,346.0,935,187.0,418.1447,346,115.333336,199.7632,4110008.0,935,142.33333,318.51453,101451.5,160.125,187.0,115.333336,935,346,219,0
439177,29,85.0,29,29.0,0.0,85,85.0,0.0,0.0,85,47.666668,32.331615,1045.3334,71.5,29.0,85.0,29,85,-1,0
549257,666,7503.0,307,30.272728,77.893814,1460,375.15,595.9761,116000000.0,1460,189.97675,440.75073,194261.22,194.5,30.272728,375.15,666,7503,8192,0
996410,1144,1581.0,677,143.0,227.96992,1173,225.85715,430.0986,2846038.0,1173,170.3125,319.4027,102018.09,181.66667,143.0,225.85715,1144,1581,64240,0
2070132,935,303.0,935,187.0,418.1447,303,101.0,174.93713,4713470.0,935,137.55556,315.38474,99467.53,154.75,187.0,101.0,935,303,237,0
435911,2171,3530.0,432,94.391304,181.93498,706,160.45454,302.82602,119000000.0,706,123.934784,245.79842,60416.863,126.68889,94.391304,160.45454,2171,3530,8192,0
1367987,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
3013085,97,231.0,97,24.25,48.5,231,57.75,115.5,61878.0,231,36.444443,79.69961,6352.028,41.0,24.25,57.75,97,231,8192,0
241863,0,0.0,0,0.0,0.0,0,0.0,0.0,86400000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,62561,0
945249,90,316.0,45,45.0,0.0,158,158.0,0.0,49795.0,158,90.2,61.89265,3830.7,112.75,45.0,158.0,90,316,-1,0
3419683,1442,1731.0,725,103.0,191.12541,1179,192.33333,386.07446,3742294.0,1179,132.20833,274.19937,75185.305,137.95653,103.0,192.33333,1442,1731,8192,0
470101,61,157.0,61,61.0,0.0,157,157.0,0.0,0.0,157,93.0,55.425625,3072.0,139.5,61.0,157.0,61,157,-1,0
2272827,935,320.0,935,187.0,418.1447,320,106.666664,184.75209,4276070.0,935,139.44444,316.54822,100202.78,156.875,187.0,106.666664,935,320,219,0
566959,38,0.0,38,19.0,26.870058,0,0.0,0.0,961.0,38,19.0,21.93931,481.33334,25.333334,19.0,0.0,38,0,176,0
233975,77,0.0,46,25.666666,23.459185,0,0.0,0.0,288.0,46,30.75,21.68525,470.25,41.0,25.666666,0.0,77,0,258,0
2942382,30,124.0,30,30.0,0.0,124,124.0,0.0,0.0,124,61.333332,54.270924,2945.3333,92.0,30.0,124.0,30,124,-1,0
643210,161,488.0,161,53.666668,92.95339,488,122.0,244.0,416.0,488,81.125,173.78758,30202.125,92.71429,53.666668,122.0,161,488,8192,0
257293,42,102.0,42,42.0,0.0,102,102.0,0.0,0.0,102,62.0,34.641018,1200.0,93.0,42.0,102.0,42,102,-1,0
2184572,935,339.0,935,187.0,418.1447,339,113.0,195.72174,4192910.0,935,141.55556,317.9631,101100.53,159.25,187.0,113.0,935,339,237,0
475669,1132,1581.0,661,141.5,222.79202,1173,197.625,406.1217,2798736.0,1173,159.58824,310.4088,96353.63,169.5625,141.5,197.625,1132,1581,8192,0
1097937,1,0.0,1,0.5,0.70710677,0,0.0,0.0,344136.0,1,0.6666667,0.57735026,0.33333334,1.0,0.5,0.0,1,0,256,0
2375120,935,397.0,935,187.0,418.1447,397,132.33333,229.20805,4164153.0,935,148.0,323.01276,104337.25,166.5,187.0,132.33333,935,397,219,0
1004697,394,0.0,80,65.666664,32.259365,0,0.0,0.0,90659876.0,80,42.545456,40.79305,1664.0728,46.8,65.666664,0.0,394,0,74,0
2896117,44,0.0,22,22.0,0.0,0,0.0,0.0,415016.0,22,22.0,0.0,0.0,33.0,22.0,0.0,44,0,-1,0
1375802,1700,639.0,621,94.44444,216.4522,213,37.588234,83.698906,114120029.0,621,64.97222,163.98335,26890.543,66.828575,94.44444,37.588234,1700,639,8192,0
1352636,1,0.0,1,0.5,0.70710677,0,0.0,0.0,253146.0,1,0.6666667,0.57735026,0.33333334,1.0,0.5,0.0,1,0,251,0
1330656,34,66.0,34,34.0,0.0,66,66.0,0.0,0.0,66,44.666668,18.475208,341.33334,67.0,34.0,66.0,34,66,-1,0
2591956,31,0.0,31,7.75,15.5,0,0.0,0.0,347.0,31,6.2,13.863622,192.2,7.75,7.75,0.0,31,0,59,0
2765989,0,0.0,0,0.0,0.0,0,0.0,0.0,86300000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,62605,0
3233163,34,216.0,34,34.0,0.0,216,216.0,0.0,0.0,216,94.666664,105.07775,11041.333,142.0,34.0,216.0,34,216,-1,0
2773662,0,0.0,0,0.0,0.0,0,0.0,0.0,112641253.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0
3268139,0,0.0,0,0.0,0.0,0,0.0,0.0,86179900.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,62566,0
2239088,935,326.0,935,187.0,418.1447,326,108.666664,188.21619,4462264.0,935,140.11111,316.98203,100477.61,157.625,187.0,108.666664,935,326,219,0
3197853,674,301.0,187,61.272728,67.637405,197,43.0,74.66815,1969226.0,197,51.31579,68.0719,4633.7837,54.166668,61.272728,43.0,674,301,8192,0
866811,0,0.0,0,0.0,0.0,0,0.0,0.0,237431.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1024,0
608429,32,116.0,32,32.0,0.0,116,116.0,0.0,0.0,116,60.0,48.49742,2352.0,90.0,32.0,116.0,32,116,-1,0
2775606,313,4501.0,189,39.125,68.74889,1460,750.1667,740.02496,5252663.0,1460,320.93332,574.148,329645.94,343.85715,39.125,750.1667,313,4501,8192,0
1929134,935,309.0,935,187.0,418.1447,309,154.5,218.496,35746.0,935,155.5,333.0088,110894.86,177.71428,187.0,154.5,935,309,65535,0
2487321,935,322.0,935,187.0,418.1447,322,107.333336,185.90678,3879334.0,935,139.66667,316.6915,100293.5,157.125,187.0,107.333336,935,322,219,0
2603881,0,0.0,0,0.0,0.0,0,0.0,0.0,655140.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8192,0
2524945,935,357.0,935,187.0,418.1447,357,119.0,206.11404,4219367.0,935,143.55556,319.41357,102025.03,161.5,187.0,119.0,935,357,237,0
2838367,39,96.0,39,39.0,0.0,96,96.0,0.0,0.0,96,58.0,32.908966,1083.0,87.0,39.0,96.0,39,96,-1,0
895443,97,232.0,97,24.25,48.5,232,58.0,116.0,62196.0,232,36.555557,80.00486,6400.778,41.125,24.25,58.0,97,232,8192,0
361129,1128,1581.0,661,141.0,222.62332,1173,225.85715,430.0986,1677203.0,1173,169.3125,317.73126,100953.164,180.6,141.0,225.85715,1128,1581,8192,0
361307,125,238.0,44,41.666668,4.041452,94,79.333336,12.701706,3262004.0,94,58.142857,21.279322,452.8095,67.833336,41.666668,79.333336,125,238,-1,0
2927649,720,32314.0,346,24.0,74.676315,1460,850.3684,697.8925,115559661.0,1460,478.75363,662.7001,439171.4,485.79413,24.0,850.3684,720,32314,8192,0
1600225,935,340.0,935,187.0,418.1447,340,170.0,240.4163,6835.0,935,159.375,335.22314,112374.555,182.14285,187.0,170.0,935,340,65535,0
1881976,935,333.0,935,187.0,418.1447,333,166.5,235.46655,1369.0,935,158.5,334.69302,112019.43,181.14285,187.0,166.5,935,333,65535,0
2122154,935,357.0,935,187.0,418.1447,357,119.0,206.11404,4024971.0,935,143.55556,319.41357,102025.03,161.5,187.0,119.0,935,357,219,0
904405,44,0.0,22,22.0,0.0,0,0.0,0.0,419048.0,22,22.0,0.0,0.0,33.0,22.0,0.0,44,0,-1,0
1988012,935,343.0,935,187.0,418.1447,343,114.333336,198.03114,5502685.0,935,142.0,318.2762,101299.75,159.75,187.0,114.333336,935,343,219,0
2607200,0,0.0,0,0.0,0.0,0,0.0,0.0,1374491.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8192,0
2896489,37,157.0,37,37.0,0.0,157,157.0,0.0,0.0,157,77.0,69.282036,4800.0,115.5,37.0,157.0,37,157,-1,0
3305024,1460,1731.0,741,112.30769,200.63914,1179,216.375,405.46478,3926145.0,1179,145.04546,285.32013,81407.57,151.95238,112.30769,216.375,1460,1731,8192,0
369509,123,92.0,46,20.5,23.114931,46,46.0,0.0,53400000.0,46,29.0,22.28228,496.5,32.625,20.5,46.0,123,92,254,0
