,service,flag,src_bytes,dst_bytes,count,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,attack
100549,24,9,227,1383,11,1.0,0.0,255,1.0,0.0,4
86993,60,2,0,15,1,1.0,0.0,1,0.01,0.04,4
19432,24,9,361,1264,1,1.0,0.0,255,1.0,0.0,4
59520,54,9,1429,330,1,1.0,0.0,61,0.2,0.07,4
102203,24,9,162,29122,1,1.0,0.0,255,1.0,0.0,4
118537,24,9,237,1178,3,1.0,0.0,255,1.0,0.0,4
5230,12,9,44,112,204,1.0,0.0,166,0.65,0.01,4
121998,12,9,44,136,77,1.0,0.0,254,1.0,0.01,4
94677,24,9,298,3897,5,1.0,0.0,255,1.0,0.0,4
110824,54,9,1173,361,1,1.0,0.0,123,0.46,0.03,4
20255,20,9,12,0,1,1.0,0.0,103,0.83,0.33,4
21413,24,9,249,746,4,1.0,0.0,255,1.0,0.0,4
54371,24,9,218,3049,5,1.0,0.0,255,1.0,0.0,4
8205,24,9,230,1374,31,1.0,0.0,255,1.0,0.0,4
97141,54,9,1372,385,1,1.0,0.0,121,0.47,0.02,4
123089,24,5,0,0,1,1.0,0.0,128,1.0,0.0,4
28159,24,9,231,1737,7,1.0,0.0,255,1.0,0.0,4
80965,20,9,0,7012,1,1.0,0.0,92,0.36,0.03,4
61335,12,9,45,132,79,1.0,0.0,255,1.0,0.0,4
76518,24,9,317,4415,1,1.0,0.0,255,1.0,0.0,4
109520,20,9,854,0,3,1.0,0.0,82,0.35,0.02,4
63783,24,9,259,5228,1,1.0,0.0,255,1.0,0.0,4
12036,54,9,741,331,1,1.0,0.0,148,0.78,0.06,4
30998,24,9,199,337,33,1.0,0.0,255,1.0,0.0,4
78160,12,9,44,44,127,1.0,0.0,255,1.0,0.0,4
121960,49,9,105,146,4,0.25,0.5,233,0.91,0.01,4
102855,12,9,43,88,253,1.0,0.0,254,1.0,0.01,4
6559,24,9,309,296,12,1.0,0.0,255,1.0,0.0,4
42375,24,9,313,1268,8,1.0,0.0,255,1.0,0.0,4
104088,24,9,240,3200,4,1.0,0.0,255,1.0,0.0,4
100541,24,9,297,4123,15,1.0,0.0,255,1.0,0.0,4
59737,12,9,36,0,12,1.0,0.0,209,1.0,0.0,4
111817,24,9,197,3970,6,1.0,0.0,255,1.0,0.0,4
33368,12,9,44,129,80,1.0,0.0,255,1.0,0.0,4
109166,44,9,3676,0,6,0.17,0.67,1,0.01,0.05,4
82423,24,9,226,397,11,1.0,0.0,255,1.0,0.0,4
121281,24,9,215,1721,9,1.0,0.0,255,1.0,0.0,4
45591,24,9,234,3609,7,1.0,0.0,255,1.0,0.0,4
54223,19,9,1081,3081,1,1.0,0.0,27,0.27,0.05,4
77105,24,9,303,280,10,1.0,0.0,255,1.0,0.0,4
33949,12,9,43,136,67,0.99,0.03,198,0.78,0.02,4
39016,24,9,216,7384,27,1.0,0.0,255,1.0,0.0,4
11323,54,9,1280,332,1,1.0,0.0,163,0.63,0.04,4
33021,24,9,312,527,7,1.0,0.0,255,1.0,0.0,4
116716,12,9,44,44,5,0.2,0.4,56,0.95,0.03,4
1997,24,9,301,10063,9,1.0,0.0,255,1.0,0.0,4
66794,44,9,146,105,1,1.0,0.0,1,0.0,0.62,4
124194,24,9,227,303,14,1.0,0.0,255,1.0,0.0,4
91890,24,9,205,1410,7,1.0,0.0,255,1.0,0.0,4
31439,44,9,133,36,2,0.5,1.0,1,0.01,0.03,4
1042,24,9,366,4084,7,1.0,0.0,255,1.0,0.0,4
105319,20,9,554,0,2,1.0,0.0,28,0.1,0.03,4
107678,24,9,235,1610,7,1.0,0.0,255,1.0,0.0,4
101479,20,9,259,0,2,1.0,0.0,24,0.06,0.03,4
32570,64,9,181,0,2,0.5,1.0,51,0.2,0.01,4
83703,24,9,232,654,3,1.0,0.0,255,1.0,0.0,4
25863,24,9,213,2610,20,1.0,0.0,255,1.0,0.0,4
110922,12,9,45,72,234,1.0,0.0,254,1.0,0.01,4
97600,24,9,293,412,19,1.0,0.0,255,1.0,0.0,4
63202,49,9,105,145,1,1.0,0.0,177,0.69,0.01,4
110478,12,9,43,129,129,1.0,0.0,184,0.74,0.02,4
104857,54,9,1179,337,1,1.0,0.0,152,0.96,0.04,4
6806,24,9,203,983,17,1.0,0.0,255,1.0,0.0,4
85825,12,9,43,126,95,1.0,0.0,255,1.0,0.0,4
67647,54,9,1381,338,1,1.0,0.0,185,0.93,0.05,4
122620,24,9,278,3281,1,1.0,0.0,255,1.0,0.0,4
34721,24,9,220,978,14,1.0,0.0,255,1.0,0.0,4
35169,54,9,918,371,1,1.0,0.0,203,0.96,0.02,4
117313,24,9,228,2239,1,1.0,0.0,237,0.93,0.02,4
53841,54,9,2716,282,1,1.0,0.0,171,0.73,0.05,4
119736,24,1,0,0,1,1.0,0.0,255,1.0,0.0,4
58495,24,9,224,2113,8,1.0,0.0,255,1.0,0.0,4
111713,54,9,887,330,1,1.0,0.0,175,0.8,0.05,4
73008,20,9,12,0,2,1.0,0.0,100,0.56,0.17,4
80253,44,9,147,105,4,0.5,0.5,2,0.01,0.85,4
100671,54,9,784,336,1,1.0,0.0,104,0.62,0.02,4
103432,24,9,147,8871,3,1.0,0.0,255,1.0,0.0,4
38119,24,9,312,313,2,1.0,0.0,255,1.0,0.0,4
97134,19,9,1067,3081,1,1.0,0.0,44,0.26,0.03,4
67774,12,9,34,0,1,1.0,0.0,84,0.32,0.04,4
48485,24,9,224,3424,2,1.0,0.0,255,1.0,0.0,4
76052,62,9,0,4,1,1.0,0.0,2,1.0,0.0,4
125277,24,9,315,1413,7,1.0,0.0,255,1.0,0.0,4
85587,24,9,234,4137,19,1.0,0.0,255,1.0,0.0,4
12001,24,9,287,2253,7,1.0,0.0,255,1.0,0.0,4
70321,54,9,1239,368,1,1.0,0.0,36,0.63,0.05,4
42712,24,9,318,270,5,1.0,0.0,237,0.93,0.01,4
55221,24,1,0,0,1,1.0,0.0,231,1.0,0.0,4
46009,24,1,0,0,1,1.0,0.0,124,1.0,0.0,4
63243,24,9,220,3591,25,1.0,0.0,255,1.0,0.0,4
84941,12,9,130,45,296,1.0,0.01,152,0.82,0.01,4
43715,24,9,264,4256,6,1.0,0.0,255,1.0,0.0,4
60436,24,9,318,1234,19,1.0,0.0,255,1.0,0.0,4
16332,12,9,42,127,64,1.0,0.0,213,0.84,0.02,4
24428,24,9,328,2701,4,1.0,0.0,255,1.0,0.0,4
86896,24,9,239,6507,20,1.0,0.0,255,1.0,0.0,4
49069,24,9,299,1842,17,1.0,0.0,70,1.0,0.0,4
85063,24,9,271,370,5,1.0,0.0,255,1.0,0.0,4
98775,24,9,215,4132,12,1.0,0.0,255,1.0,0.0,4
41987,24,9,345,3874,2,1.0,0.0,255,1.0,0.0,4
95298,24,9,265,22926,4,1.0,0.0,254,1.0,0.0,4
107833,24,9,224,1493,2,1.0,0.0,255,1.0,0.0,4
37848,24,9,204,682,38,1.0,0.0,255,1.0,0.0,4
20872,60,9,104,2085,1,1.0,0.0,2,0.01,0.02,4
20753,20,9,854,0,2,1.0,0.0,78,0.83,0.17,4
76563,24,9,301,1574,6,1.0,0.0,255,1.0,0.0,4
53829,24,1,0,0,7,1.0,0.0,100,1.0,0.0,4
37490,24,1,0,0,7,1.0,0.0,170,1.0,0.0,4
107379,24,9,255,33119,1,1.0,0.0,5,0.29,0.18,4
113510,24,9,330,10233,26,1.0,0.0,255,1.0,0.0,4
7055,24,9,161,15087,2,1.0,0.0,255,1.0,0.0,4
23412,54,9,1139,331,1,1.0,0.0,160,0.9,0.05,4
74818,24,1,0,0,1,1.0,0.0,61,1.0,0.0,4
71479,24,9,204,14682,7,1.0,0.0,255,1.0,0.0,4
49978,24,9,231,1520,22,1.0,0.0,255,1.0,0.0,4
94416,24,9,191,483,2,1.0,0.0,255,1.0,0.0,4
104079,24,9,328,11514,5,1.0,0.0,255,1.0,0.0,4
33538,24,9,210,1124,4,1.0,0.0,255,1.0,0.0,4
4797,24,9,199,293,9,1.0,0.0,255,1.0,0.0,4
124553,24,9,237,2535,2,1.0,0.0,255,1.0,0.0,4
94726,0,4,1010,6365,2,1.0,0.0,14,0.41,0.06,4
7896,24,9,225,3261,5,1.0,0.0,255,1.0,0.0,4
43251,24,9,211,510,2,1.0,0.0,255,1.0,0.0,4
78797,24,9,228,1200,11,1.0,0.0,255,1.0,0.0,4
119674,54,9,1256,331,1,1.0,0.0,36,0.8,0.11,4
12050,24,9,195,1227,1,1.0,0.0,255,1.0,0.0,4
29324,12,9,44,127,147,0.99,0.01,227,0.89,0.02,4
101842,49,9,105,145,2,1.0,0.0,39,0.81,0.06,4
28966,20,9,192,0,2,1.0,0.0,68,0.33,0.03,4
12159,19,9,1503,4152,1,1.0,0.0,23,0.2,0.04,4
59855,24,9,271,668,37,1.0,0.0,255,1.0,0.0,4
50088,24,9,327,2662,6,1.0,0.0,255,1.0,0.0,4
21372,12,9,33,33,2,1.0,0.0,250,0.98,0.01,4
54591,24,9,217,6690,1,1.0,0.0,255,1.0,0.0,4
1420,24,9,149,13592,1,1.0,0.0,255,1.0,0.0,4
116739,24,9,251,8486,8,1.0,0.0,255,1.0,0.0,4
113318,12,9,41,94,1,1.0,0.0,228,1.0,0.0,4
101398,24,9,233,544,1,1.0,0.0,255,1.0,0.0,4
55658,12,9,44,75,226,1.0,0.01,254,1.0,0.01,4
90045,24,9,254,2042,4,1.0,0.0,255,1.0,0.0,4
68447,12,9,44,129,77,1.0,0.0,255,1.0,0.0,4
39186,24,9,141,27078,3,1.0,0.0,255,1.0,0.0,4
123027,24,9,283,2860,54,1.0,0.0,255,1.0,0.0,4
87988,12,9,46,46,71,0.99,0.03,254,1.0,0.01,4
76393,24,9,204,283,6,1.0,0.0,255,1.0,0.0,4
16837,12,9,44,79,154,1.0,0.0,255,1.0,0.0,4
17703,24,9,309,261,8,1.0,0.0,255,1.0,0.0,4
60677,24,9,185,19735,13,1.0,0.0,255,1.0,0.0,4
41901,20,9,1556,0,21,1.0,0.0,125,0.5,0.02,4
116523,12,9,46,481,293,1.0,0.0,249,0.98,0.01,4
9575,24,9,254,521,7,1.0,0.0,255,1.0,0.0,4
32857,24,1,0,0,1,1.0,0.0,118,1.0,0.0,4
51498,24,9,269,7634,4,1.0,0.0,255,1.0,0.0,4
2636,54,9,2010,334,1,1.0,0.0,148,0.61,0.07,4
120950,24,9,237,1565,12,1.0,0.0,255,1.0,0.0,4
59733,60,9,1604,920608,1,1.0,0.0,8,0.4,0.1,4
26936,24,9,160,4198,1,1.0,0.0,255,1.0,0.0,4
46989,60,9,70,663,1,1.0,0.0,1,0.08,0.25,4
2833,12,9,42,73,136,1.0,0.0,255,1.0,0.0,4
39586,20,9,567,0,2,0.5,1.0,71,0.28,0.02,4
68919,24,9,196,18417,17,1.0,0.0,255,1.0,0.0,4
110035,54,9,3711,362,1,1.0,0.0,117,0.46,0.07,4
107613,12,9,45,78,161,1.0,0.0,255,1.0,0.0,4
60711,54,9,1364,582,1,1.0,0.0,2,0.01,0.01,4
113645,24,9,302,2239,6,1.0,0.0,234,0.92,0.02,4
31905,24,9,216,40238,12,1.0,0.0,255,1.0,0.0,4
22401,24,9,205,13831,2,1.0,0.0,255,1.0,0.0,4
10399,20,9,19,0,1,1.0,0.0,74,0.29,0.03,4
58067,24,9,197,4941,32,1.0,0.0,255,1.0,0.0,4
48051,24,9,233,1680,4,1.0,0.0,255,1.0,0.0,4
79681,24,9,244,3643,2,1.0,0.0,255,1.0,0.0,4
59090,12,9,44,69,130,1.0,0.0,254,1.0,0.01,4
25704,24,9,310,2090,1,1.0,0.0,255,1.0,0.0,4
6151,24,9,329,3765,23,1.0,0.0,255,1.0,0.0,4
45645,24,9,220,3885,12,1.0,0.0,255,1.0,0.0,4
114137,44,9,516,4,158,1.0,0.0,158,1.0,0.0,4
118154,24,9,293,1370,20,1.0,0.0,255,1.0,0.0,4
74333,24,9,227,1075,3,1.0,0.0,241,0.95,0.01,4
94938,24,9,196,16143,6,1.0,0.0,255,1.0,0.0,4
2437,24,9,229,695,10,1.0,0.0,255,1.0,0.0,4
67304,19,6,120,397,1,1.0,0.0,35,0.17,0.02,4
72522,24,9,212,5396,1,1.0,0.0,255,1.0,0.0,4
66849,49,9,105,146,6,0.33,0.33,247,0.97,0.01,4
3444,24,9,220,1963,18,1.0,0.0,255,1.0,0.0,4
31657,24,9,216,9146,17,1.0,0.0,255,1.0,0.0,4
30775,54,9,1196,329,1,1.0,0.0,157,0.73,0.06,4
96085,24,9,340,12408,1,1.0,0.0,255,1.0,0.0,4
13659,24,9,248,2175,2,1.0,0.0,241,0.95,0.01,4
80876,20,9,383,0,4,0.5,0.5,110,0.43,0.04,4
87803,24,9,231,303,17,1.0,0.0,255,1.0,0.0,4
15383,24,9,411,3616,18,1.0,0.0,255,1.0,0.0,4
92945,12,9,44,44,106,1.0,0.0,255,1.0,0.0,4
38439,20,9,748,0,1,1.0,0.0,115,0.38,0.03,4
36113,24,9,144,5694,1,1.0,0.0,255,1.0,0.0,4
102794,44,9,145,105,1,1.0,0.0,2,0.01,0.64,4
3236,24,9,306,2239,7,1.0,0.0,225,0.88,0.02,4
123801,24,9,335,20,42,1.0,0.0,255,1.0,0.0,4
69306,12,9,45,131,68,1.0,0.0,135,0.71,0.02,4
39486,44,9,516,4,346,1.0,0.0,255,1.0,0.0,4
60514,12,9,43,135,29,1.0,0.0,255,1.0,0.0,4
52975,24,9,222,261,20,1.0,0.0,255,1.0,0.0,4
44186,24,9,354,369,22,1.0,0.0,255,1.0,0.0,4
62252,24,9,252,1564,10,1.0,0.0,255,1.0,0.0,4
66351,60,9,453,15350,1,1.0,0.0,96,0.38,0.02,4
42738,20,9,10261,0,7,1.0,0.0,52,0.2,0.05,4
32024,24,9,290,16199,3,1.0,0.0,255,1.0,0.0,4
103278,12,9,45,116,106,1.0,0.0,255,1.0,0.0,4
76673,24,9,333,6202,15,1.0,0.0,255,1.0,0.0,4
70857,60,9,101,1446,1,1.0,0.0,1,0.01,0.07,4
47853,12,9,45,45,209,1.0,0.0,255,1.0,0.0,4
13502,24,9,319,177,2,1.0,0.0,255,1.0,0.0,4
93210,54,9,1268,370,1,1.0,0.0,165,0.61,0.13,4
24218,24,9,347,4960,12,1.0,0.0,255,1.0,0.0,4
28757,24,9,322,318,3,1.0,0.0,255,1.0,0.0,4
108151,24,1,0,0,1,1.0,0.0,255,1.0,0.0,4
124854,24,9,307,312,7,1.0,0.0,255,1.0,0.0,4
23958,20,9,1470,0,1,1.0,0.0,30,0.42,0.04,4
5108,54,9,1922,373,1,1.0,0.0,143,0.5,0.03,4
8429,24,9,330,1321,6,1.0,0.0,255,1.0,0.0,4
79105,24,9,272,4145,9,1.0,0.0,225,1.0,0.0,4
10439,12,9,44,44,162,1.0,0.0,255,1.0,0.0,4
102489,54,9,1420,362,2,0.5,1.0,171,0.7,0.04,4
114947,12,9,36,52,1,1.0,0.0,249,0.98,0.01,4
48739,12,9,45,74,46,1.0,0.0,243,0.95,0.01,4
35906,12,9,44,127,235,1.0,0.01,198,0.84,0.01,4
35161,20,9,748,0,1,1.0,0.0,10,0.17,0.05,4
51578,12,9,42,70,280,1.0,0.0,254,1.0,0.01,4
109157,24,9,252,11316,18,1.0,0.0,255,1.0,0.0,4
60207,64,9,182,0,5,1.0,0.0,8,0.03,0.01,4
16751,24,9,227,1492,4,1.0,0.0,255,1.0,0.0,4
124207,44,9,516,4,412,1.0,0.0,255,1.0,0.0,4
4768,54,9,1848,434,1,1.0,0.0,98,0.57,0.13,4
20097,60,4,492,14334,2,1.0,0.0,13,0.34,0.11,4
19084,12,9,45,129,68,1.0,0.0,255,1.0,0.0,4
78645,24,9,295,7903,1,1.0,0.0,255,1.0,0.0,4
27943,24,9,255,4401,10,1.0,0.0,255,1.0,0.0,4
24700,12,9,46,122,111,0.99,0.02,253,0.99,0.01,4
122024,54,9,10928,924,4,0.25,0.5,61,0.03,0.01,4
64857,24,9,232,2334,16,1.0,0.0,255,1.0,0.0,4
26034,24,9,296,431,2,1.0,0.0,255,1.0,0.0,4
120979,24,9,364,1596,3,1.0,0.0,255,1.0,0.0,4
106925,24,9,154,13386,2,1.0,0.0,255,1.0,0.0,4
71951,24,9,295,39195,2,1.0,0.0,255,1.0,0.0,4
97003,24,9,258,521,3,1.0,0.0,255,1.0,0.0,4
2288,24,9,199,19271,19,1.0,0.0,255,1.0,0.0,4
29136,12,9,45,111,4,1.0,0.0,251,0.98,0.01,4
71497,24,9,243,3113,10,1.0,0.0,255,1.0,0.0,4
33888,24,9,364,3390,2,1.0,0.0,255,1.0,0.0,4
59444,54,9,2361,547,1,1.0,0.0,31,0.13,0.02,4
46217,24,9,282,2618,17,1.0,0.0,255,1.0,0.0,4
21263,12,9,45,133,228,1.0,0.01,191,0.83,0.01,4
34954,49,9,105,145,1,1.0,0.0,7,0.47,0.2,4
78216,54,9,1398,337,1,1.0,0.0,149,0.58,0.03,4
34557,24,9,217,280,10,1.0,0.0,255,1.0,0.0,4
47358,20,9,16115,0,10,1.0,0.0,70,1.0,0.0,4
41105,20,9,854,0,2,1.0,0.0,46,0.18,0.49,4
92023,24,9,363,870,11,1.0,0.0,255,1.0,0.0,4
73068,24,9,264,2367,4,1.0,0.0,255,1.0,0.0,4
13213,20,9,12,0,1,1.0,0.0,80,0.36,0.11,4
78532,20,9,960,0,1,1.0,0.0,112,0.68,0.02,4
58160,24,1,0,0,1,1.0,0.0,255,1.0,0.0,4
10530,24,9,215,2911,13,1.0,0.0,69,1.0,0.0,4
64068,24,9,303,2267,8,1.0,0.0,255,1.0,0.0,4
38701,24,9,372,345,15,1.0,0.0,255,1.0,0.0,4
118186,24,9,222,7533,4,1.0,0.0,255,1.0,0.0,4
105250,24,9,248,1875,12,1.0,0.0,255,1.0,0.0,4
18662,12,9,44,139,20,1.0,0.0,255,1.0,0.0,4
80824,24,9,222,480,3,1.0,0.0,255,1.0,0.0,4
47981,24,9,270,3889,1,1.0,0.0,253,0.99,0.01,4
74709,24,9,251,12613,4,1.0,0.0,255,1.0,0.0,4
95468,15,9,30,0,1,1.0,0.0,20,1.0,0.0,4
54097,12,9,44,126,69,1.0,0.0,255,1.0,0.0,4
66956,12,9,46,135,111,1.0,0.0,207,0.84,0.01,4
66742,12,9,44,110,3,1.0,0.0,255,1.0,0.0,4
33435,24,9,227,1484,7,1.0,0.0,255,1.0,0.0,4
101288,12,9,43,133,31,1.0,0.0,121,0.69,0.02,4
63957,54,9,1236,394,1,1.0,0.0,20,0.08,0.07,4
102100,24,9,225,9548,47,1.0,0.0,255,1.0,0.0,4
57272,49,9,105,147,1,1.0,0.0,238,0.99,0.01,4
106239,24,9,211,4624,40,1.0,0.0,255,1.0,0.0,4
88259,24,9,225,5077,2,1.0,0.0,255,1.0,0.0,4
43594,24,9,243,195,17,1.0,0.0,255,1.0,0.0,4
17661,24,9,224,5260,11,1.0,0.0,255,1.0,0.0,4
41739,24,9,332,5561,19,1.0,0.0,255,1.0,0.0,4
121076,12,9,44,72,130,1.0,0.0,230,0.9,0.01,4
23494,24,9,231,8597,9,1.0,0.0,255,1.0,0.0,4
38703,24,9,213,6524,2,1.0,0.0,255,1.0,0.0,4
59949,24,9,235,4768,6,1.0,0.0,255,1.0,0.0,4
60609,44,9,516,4,258,1.0,0.0,255,1.0,0.0,4
11946,24,9,219,1407,22,1.0,0.0,255,1.0,0.0,4
25715,54,9,125,240,2,0.5,1.0,81,0.24,0.69,4
37809,44,9,147,105,1,1.0,0.0,1,0.0,0.75,4
3462,20,9,383,0,3,0.67,0.67,99,0.5,0.67,4
84676,24,5,0,0,2,1.0,0.0,255,1.0,0.0,4
81904,24,9,210,943,9,1.0,0.0,255,1.0,0.0,4
83254,24,9,297,675,3,1.0,0.0,255,1.0,0.0,4
28697,20,9,8173,0,10,1.0,0.0,85,0.32,0.04,4
38405,24,9,209,1158,12,1.0,0.0,255,1.0,0.0,4
86526,11,9,48,487,42,0.02,0.05,1,0.0,0.01,4
100488,24,9,196,5633,2,1.0,0.0,255,1.0,0.0,4
73051,24,9,206,312,3,1.0,0.0,236,1.0,0.0,4
32415,24,9,310,5717,1,1.0,0.0,255,1.0,0.0,4
65963,24,9,333,1782,13,1.0,0.0,255,1.0,0.0,4
97786,24,9,314,1179,21,1.0,0.0,255,1.0,0.0,4
93637,12,9,43,75,167,1.0,0.0,255,1.0,0.0,4
98521,20,9,641,0,2,1.0,0.0,78,0.15,0.07,4
113658,24,9,211,472,9,1.0,0.0,255,1.0,0.0,4
52849,24,9,310,1223,2,1.0,0.0,255,1.0,0.0,4
45197,44,9,147,105,1,1.0,0.0,1,0.0,0.74,4
17563,24,9,208,1204,5,1.0,0.0,255,1.0,0.0,4
121323,24,9,300,1857,16,1.0,0.0,255,1.0,0.0,4
101530,24,9,210,1899,6,1.0,0.0,255,1.0,0.0,4
3666,44,9,3775,0,21,0.05,0.38,1,0.0,0.05,4
3901,24,9,263,1609,12,1.0,0.0,255,1.0,0.0,4
45484,24,9,316,4056,9,1.0,0.0,255,1.0,0.0,4
29048,24,9,225,550,20,1.0,0.0,255,1.0,0.0,4
69553,24,9,230,2013,2,1.0,0.0,132,0.96,0.02,4
97165,54,9,1335,331,1,1.0,0.0,12,0.05,0.68,4
75146,24,1,0,0,1,1.0,0.0,222,1.0,0.0,4
80790,24,9,220,3010,7,1.0,0.0,255,1.0,0.0,4
6072,24,9,335,480,5,1.0,0.0,255,1.0,0.0,4
90192,24,9,322,3300,5,1.0,0.0,255,1.0,0.0,4
67525,24,9,295,8667,1,1.0,0.0,255,1.0,0.0,4
86578,62,9,0,4,1,1.0,0.0,17,1.0,0.0,4
40822,19,9,186,834,1,1.0,0.0,9,0.29,0.13,4
62266,49,9,105,146,1,1.0,0.0,9,0.69,0.15,4
109446,24,9,330,1749,5,1.0,0.0,255,1.0,0.0,4
39098,24,9,299,2699,2,1.0,0.0,255,1.0,0.0,4
122999,54,9,1948,359,1,1.0,0.0,18,0.07,0.46,4
118467,20,9,192,0,2,1.0,0.0,14,0.1,0.03,4
98995,54,9,1338,333,1,1.0,0.0,143,0.67,0.02,4
76674,24,9,324,6651,4,1.0,0.0,255,1.0,0.0,4
12173,24,9,306,1104,11,1.0,0.0,255,1.0,0.0,4
40143,24,9,227,6477,2,1.0,0.0,41,1.0,0.0,4
66329,54,9,539,328,1,1.0,0.0,173,0.98,0.04,4
39835,24,9,190,365,25,1.0,0.0,255,1.0,0.0,4
72853,24,9,316,5626,21,1.0,0.0,255,1.0,0.0,4
42188,24,9,308,1512,12,1.0,0.0,255,1.0,0.0,4
7590,12,9,45,73,228,1.0,0.0,250,0.98,0.01,4
34810,12,9,45,132,68,0.99,0.03,212,0.83,0.02,4
88402,20,9,383,0,3,0.67,0.67,21,0.84,0.12,4
101202,24,0,0,0,9,1.0,0.0,255,1.0,0.0,4
124574,24,9,301,557,30,1.0,0.0,255,1.0,0.0,4
47927,24,9,316,2019,10,1.0,0.0,255,1.0,0.0,4
96857,24,9,312,3694,5,1.0,0.0,255,1.0,0.0,4
17447,18,9,8,0,1,1.0,0.0,11,0.11,0.14,4
111024,12,9,44,126,66,1.0,0.0,254,1.0,0.01,4
57830,24,9,280,598,1,1.0,0.0,255,1.0,0.0,4
44350,24,9,210,8311,5,1.0,0.0,255,1.0,0.0,4
83311,24,9,234,894,1,1.0,0.0,255,1.0,0.0,4
31304,24,9,319,2452,11,1.0,0.0,255,1.0,0.0,4
92412,12,9,44,133,320,1.0,0.01,231,0.91,0.01,4
16935,54,9,930,334,1,1.0,0.0,156,0.69,0.02,4
72505,54,9,2420,328,1,1.0,0.0,193,0.55,0.07,4
56067,24,9,213,373,1,1.0,0.0,255,1.0,0.0,4
73904,24,1,0,0,1,1.0,0.0,255,1.0,0.0,4
69365,24,9,269,1588,4,1.0,0.0,255,1.0,0.0,4
113955,12,9,44,73,147,0.99,0.01,248,0.97,0.01,4
85117,12,9,32,94,4,1.0,0.0,253,0.99,0.01,4
25423,54,9,1187,377,1,1.0,0.0,232,0.98,0.02,4
70719,12,9,33,88,1,1.0,0.0,223,0.87,0.01,4
13097,20,9,3775,0,22,1.0,0.0,72,0.44,0.02,4
35776,24,9,291,1038,8,1.0,0.0,255,1.0,0.0,4
19230,24,9,338,1228,13,1.0,0.0,255,1.0,0.0,4
44231,24,9,260,245,8,1.0,0.0,255,1.0,0.0,4
9242,24,9,207,5971,16,1.0,0.0,255,1.0,0.0,4
88531,24,9,316,483,33,1.0,0.0,255,1.0,0.0,4
2143,44,9,145,0,1,1.0,0.0,2,0.01,0.64,4
49541,12,9,44,135,279,1.0,0.0,251,0.98,0.01,4
59150,24,9,292,1701,13,1.0,0.0,255,1.0,0.0,4
72016,12,9,44,44,171,1.0,0.0,255,1.0,0.0,4
97884,12,9,33,0,1,1.0,0.0,22,0.09,0.16,4
90745,12,9,43,137,74,1.0,0.0,254,1.0,0.01,4
111066,24,9,199,466,16,1.0,0.0,255,1.0,0.0,4
110149,24,9,285,1994,7,1.0,0.0,255,1.0,0.0,4
87697,19,9,1443,4152,2,0.5,1.0,2,0.2,0.2,4
73970,24,9,213,2019,15,1.0,0.0,255,1.0,0.0,4
102752,24,9,215,10622,9,1.0,0.0,255,1.0,0.0,4
43409,49,9,105,145,4,0.25,0.5,246,0.96,0.01,4
12944,24,9,301,18376,8,1.0,0.0,255,1.0,0.0,4
105768,24,9,232,7166,19,1.0,0.0,255,1.0,0.0,4
70620,24,9,200,574,7,1.0,0.0,255,1.0,0.0,4
56680,12,9,42,42,3,1.0,0.0,87,0.97,0.03,4
6282,19,9,336,1052,1,1.0,0.0,29,0.16,0.04,4
40645,24,9,310,498,14,1.0,0.0,255,1.0,0.0,4
15623,24,9,316,4061,6,1.0,0.0,255,1.0,0.0,4
93562,24,9,229,439,1,1.0,0.0,255,1.0,0.0,4
62429,12,9,45,45,103,0.99,0.02,254,1.0,0.01,4
123686,12,9,44,44,11,1.0,0.0,254,1.0,0.01,4
75713,24,9,300,2507,4,1.0,0.0,210,0.97,0.01,4
20712,24,9,323,2025,6,1.0,0.0,255,1.0,0.0,4
27446,24,9,277,10077,9,1.0,0.0,255,1.0,0.0,4
18426,12,9,46,46,92,1.0,0.0,255,1.0,0.0,4
115262,24,9,326,501,5,1.0,0.0,255,1.0,0.0,4
4181,12,9,44,44,107,1.0,0.0,255,1.0,0.0,4
89217,24,9,315,12161,39,1.0,0.0,255,1.0,0.0,4
9909,24,6,256,29200,1,1.0,0.0,255,1.0,0.0,4
5748,24,9,210,791,15,1.0,0.0,255,1.0,0.0,4
120936,44,9,147,105,3,0.67,0.67,2,0.01,0.84,4
16907,24,9,287,1509,21,1.0,0.0,255,1.0,0.0,4
33333,12,9,33,0,1,1.0,0.0,9,0.27,0.18,4
93106,24,9,311,612,9,1.0,0.0,255,1.0,0.0,4
76,24,9,210,2790,10,1.0,0.0,255,1.0,0.0,4
52296,20,9,252,0,1,1.0,0.0,38,0.28,0.05,4
54902,54,9,849,329,1,1.0,0.0,143,0.56,0.02,4
8388,24,9,330,930,14,1.0,0.0,255,1.0,0.0,4
76337,24,9,214,10350,15,1.0,0.0,255,1.0,0.0,4
97453,24,9,321,1541,2,1.0,0.0,255,1.0,0.0,4
86455,54,9,733,372,1,1.0,0.0,238,0.93,0.07,4
85449,12,9,43,83,215,1.0,0.01,254,1.0,0.01,4
22328,24,9,279,3018,7,1.0,0.0,255,1.0,0.0,4
19990,20,9,9,0,2,1.0,0.0,18,0.07,0.01,4
15964,24,9,252,1628,1,1.0,0.0,40,0.98,0.05,4
35470,54,9,753,336,1,1.0,0.0,133,0.44,0.05,4
6157,20,9,1376,0,1,1.0,0.0,80,0.31,0.02,4
