,service,flag,src_bytes,dst_bytes,count,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,labels
47658,23,1,0,0,1,1.0,0.0,180,1.0,0.0,4
109387,51,9,1246,402,1,1.0,0.0,106,0.6,0.04,4
90488,23,9,199,426,3,1.0,0.0,255,1.0,0.0,4
94549,23,9,320,31939,4,1.0,0.0,255,1.0,0.0,4
40937,23,9,205,1335,11,1.0,0.0,255,1.0,0.0,4
84852,12,9,43,108,200,1.0,0.0,255,1.0,0.0,4
78917,20,9,35195,0,18,1.0,0.0,105,0.39,0.03,4
43946,51,9,1448,330,1,1.0,0.0,167,0.87,0.03,4
113595,23,9,208,7355,11,1.0,0.0,255,1.0,0.0,4
42570,23,9,289,486,35,1.0,0.0,255,1.0,0.0,4
44993,51,9,771,329,2,0.5,1.0,78,0.74,0.04,4
41126,23,9,217,2316,2,1.0,0.0,255,1.0,0.0,4
36060,18,9,10,451,1,1.0,0.0,5,0.19,0.08,4
29432,51,9,608,335,1,1.0,0.0,157,0.78,0.04,4
80420,12,9,46,131,130,0.99,0.02,219,0.86,0.02,4
113936,51,9,862,480,1,1.0,0.0,32,0.13,0.02,4
66557,23,9,294,832,8,1.0,0.0,255,1.0,0.0,4
32134,57,9,129,2040,5,0.2,0.4,1,0.0,0.02,4
111660,23,9,322,330,6,1.0,0.0,90,1.0,0.0,4
10179,12,9,43,109,75,0.99,0.03,241,0.95,0.01,4
17900,42,9,147,105,1,1.0,0.0,1,0.0,0.61,4
40496,51,9,1083,329,1,1.0,0.0,119,0.46,0.06,4
87213,23,9,199,2523,13,1.0,0.0,255,1.0,0.0,4
25284,23,9,219,2000,7,1.0,0.0,255,1.0,0.0,4
112125,23,9,287,7524,23,1.0,0.0,255,1.0,0.0,4
50639,12,9,43,127,68,0.99,0.03,193,0.76,0.02,4
85668,23,1,0,0,1,1.0,0.0,118,1.0,0.0,4
10234,23,9,359,1960,26,1.0,0.0,255,1.0,0.0,4
56427,51,9,1421,405,1,1.0,0.0,165,0.64,0.02,4
104850,20,9,3888,0,23,1.0,0.0,95,0.36,0.02,4
46027,23,9,212,44486,3,1.0,0.0,255,1.0,0.0,4
10742,23,9,320,4760,19,1.0,0.0,255,1.0,0.0,4
83476,51,9,2753,333,1,1.0,0.0,87,0.54,0.03,4
66703,12,9,42,42,6,1.0,0.0,67,0.96,0.04,4
46835,47,9,105,146,2,1.0,0.0,12,1.0,0.0,4
63810,23,9,236,18725,7,1.0,0.0,255,1.0,0.0,4
96668,23,9,244,2529,9,1.0,0.0,255,1.0,0.0,4
3365,23,9,298,1197,1,1.0,0.0,255,1.0,0.0,4
53009,23,9,212,44578,11,1.0,0.0,255,1.0,0.0,4
55415,23,9,332,538,1,1.0,0.0,255,1.0,0.0,4
32861,42,9,146,0,2,0.5,1.0,1,0.0,0.54,4
75334,23,9,223,6534,12,1.0,0.0,255,1.0,0.0,4
54239,20,9,151,0,1,1.0,0.0,12,0.11,0.05,4
82215,23,9,195,63785,6,1.0,0.0,255,1.0,0.0,4
79588,18,9,10,0,1,1.0,0.0,11,0.07,0.09,4
116846,20,9,637,0,7,1.0,0.0,17,0.45,0.11,4
85349,23,9,281,794,4,1.0,0.0,255,1.0,0.0,4
109978,23,9,226,396,8,1.0,0.0,255,1.0,0.0,4
58707,23,9,210,290,18,1.0,0.0,255,1.0,0.0,4
85799,23,9,205,365,10,1.0,0.0,255,1.0,0.0,4
56415,23,9,238,12088,1,1.0,0.0,255,1.0,0.0,4
88511,23,9,241,3941,5,1.0,0.0,255,1.0,0.0,4
55979,23,9,332,281,5,1.0,0.0,10,1.0,0.0,4
115306,12,9,43,126,74,1.0,0.0,196,0.81,0.01,4
88935,23,9,238,286,4,1.0,0.0,255,1.0,0.0,4
25645,23,9,312,702,2,1.0,0.0,255,1.0,0.0,4
40487,23,9,222,378,2,1.0,0.0,255,1.0,0.0,4
25648,23,9,186,1020,1,1.0,0.0,255,1.0,0.0,4
56851,23,9,204,525,2,1.0,0.0,255,1.0,0.0,4
59521,51,9,1429,330,1,1.0,0.0,61,0.2,0.07,4
118597,23,9,226,255,3,1.0,0.0,255,1.0,0.0,4
68646,23,9,287,27001,1,1.0,0.0,255,1.0,0.0,4
101864,15,9,30,0,1,1.0,0.0,206,1.0,0.0,4
43928,23,9,308,1248,11,1.0,0.0,255,1.0,0.0,4
6157,23,9,301,310,2,1.0,0.0,255,1.0,0.0,4
75563,42,9,146,105,5,0.2,0.6,3,0.01,0.69,4
56240,12,9,43,133,273,1.0,0.01,251,0.98,0.01,4
86584,20,9,6601,0,21,1.0,0.0,101,0.4,0.02,4
21473,23,5,0,0,2,1.0,0.0,255,1.0,0.0,4
124547,51,9,922,367,1,1.0,0.0,165,0.77,0.09,4
123291,42,9,147,105,1,1.0,0.0,2,0.01,0.76,4
47378,23,9,352,1423,10,1.0,0.0,255,1.0,0.0,4
105052,20,9,203,0,2,1.0,0.0,112,0.44,0.02,4
118326,61,9,78,0,53,0.15,0.04,8,0.04,0.02,4
103020,23,9,215,3670,3,1.0,0.0,255,1.0,0.0,4
66707,51,9,1198,390,150,0.01,0.06,3,0.01,0.09,4
51432,20,9,1470,0,21,1.0,0.0,94,0.34,0.03,4
123072,20,9,245,0,2,1.0,0.0,47,0.2,0.04,4
8162,23,9,144,9569,1,1.0,0.0,255,1.0,0.0,4
66891,23,9,238,542,13,1.0,0.0,255,1.0,0.0,4
13549,12,9,41,149,66,0.98,0.03,243,0.95,0.01,4
67211,23,9,220,607,1,1.0,0.0,255,1.0,0.0,4
35807,12,9,43,130,3,1.0,0.0,255,1.0,0.0,4
53730,23,9,289,458,5,1.0,0.0,255,1.0,0.0,4
2887,23,9,316,1452,10,1.0,0.0,255,1.0,0.0,4
59060,23,9,211,703,12,1.0,0.0,255,1.0,0.0,4
18700,51,9,3425,334,1,1.0,0.0,53,0.72,0.07,4
96049,23,9,251,943,9,1.0,0.0,255,1.0,0.0,4
83347,23,9,235,1483,1,1.0,0.0,255,1.0,0.0,4
115599,51,9,790,332,1,1.0,0.0,164,0.61,0.06,4
7010,23,9,336,1352,9,1.0,0.0,255,1.0,0.0,4
83334,23,9,226,3127,20,1.0,0.0,255,1.0,0.0,4
102646,23,9,220,341,4,1.0,0.0,255,1.0,0.0,4
24891,23,9,325,7309,4,1.0,0.0,255,1.0,0.0,4
119317,23,9,333,2630,3,1.0,0.0,255,1.0,0.0,4
71498,23,9,243,3113,10,1.0,0.0,255,1.0,0.0,4
78799,23,9,290,2762,23,1.0,0.0,255,1.0,0.0,4
101156,23,9,242,480,11,1.0,0.0,255,1.0,0.0,4
939,23,9,260,283,8,1.0,0.0,251,0.98,0.01,4
89538,23,1,0,0,1,1.0,0.0,255,1.0,0.0,4
1979,23,9,296,1415,8,1.0,0.0,255,1.0,0.0,4
122066,23,9,219,7441,20,1.0,0.0,255,1.0,0.0,4
92587,23,1,0,0,2,1.0,0.0,253,1.0,0.0,4
113160,51,6,0,0,1,1.0,0.0,146,0.67,0.67,4
20757,23,9,162,433,1,1.0,0.0,255,1.0,0.0,4
109720,51,9,729,330,1,1.0,0.0,151,0.59,0.02,4
91291,12,9,45,131,1,1.0,0.0,78,0.72,0.04,4
12833,23,1,0,0,6,1.0,0.0,253,1.0,0.0,4
2283,23,9,296,1511,4,1.0,0.0,255,1.0,0.0,4
52969,12,9,42,42,14,1.0,0.0,250,0.98,0.01,4
20494,23,9,227,369,16,1.0,0.0,255,1.0,0.0,4
79364,23,9,337,1158,17,1.0,0.0,255,1.0,0.0,4
55620,20,9,2194619,0,1,1.0,0.0,79,0.37,0.04,4
13969,23,9,203,454,13,1.0,0.0,255,1.0,0.0,4
27800,42,9,516,4,343,1.0,0.0,255,1.0,0.0,4
38616,57,9,154,20945,1,1.0,0.0,1,0.0,0.02,4
62178,23,1,0,0,1,1.0,0.0,127,1.0,0.0,4
19720,12,9,29,0,1,1.0,0.0,44,0.12,0.12,4
73659,42,9,147,0,5,0.2,0.6,1,0.0,0.42,4
41167,23,9,252,9432,7,1.0,0.0,255,1.0,0.0,4
87042,42,9,147,105,1,1.0,0.0,1,0.0,0.84,4
54413,23,1,0,0,1,1.0,0.0,251,1.0,0.0,4
26626,23,9,214,537,1,1.0,0.0,255,1.0,0.0,4
53694,51,9,1377,278,1,1.0,0.0,2,0.06,0.14,4
1760,4,9,9,36,1,1.0,0.0,12,0.05,0.03,4
44258,23,9,314,1530,3,1.0,0.0,255,1.0,0.0,4
66160,42,9,147,105,1,1.0,0.0,2,0.01,0.65,4
53934,23,6,206,23360,2,1.0,0.0,255,1.0,0.0,4
44345,23,9,299,1359,4,1.0,0.0,255,1.0,0.0,4
27236,20,9,4763,0,11,1.0,0.0,33,0.17,0.02,4
63867,12,9,44,129,219,1.0,0.01,75,0.69,0.02,4
121836,51,9,1635,327,1,1.0,0.0,129,0.57,0.07,4
1751,23,9,321,1543,7,1.0,0.0,181,1.0,0.0,4
92332,18,9,6,135,1,1.0,0.0,16,0.06,0.02,4
19649,42,9,147,105,1,1.0,0.0,1,0.0,0.77,4
37374,23,9,246,2005,4,1.0,0.0,255,1.0,0.0,4
50779,23,9,258,508,21,1.0,0.0,255,1.0,0.0,4
60799,58,9,1,0,44,0.02,0.11,1,0.02,0.06,4
660,51,9,525,335,1,1.0,0.0,178,0.99,0.03,4
29506,23,9,298,521,3,1.0,0.0,255,1.0,0.0,4
48502,42,9,516,4,366,1.0,0.0,255,1.0,0.0,4
21026,20,9,11,0,2,1.0,0.0,33,0.22,0.03,4
17472,23,9,236,770,13,1.0,0.0,255,1.0,0.0,4
60247,23,9,318,6967,3,1.0,0.0,255,1.0,0.0,4
106155,47,9,105,147,1,1.0,0.0,79,0.99,0.03,4
124265,23,9,296,3221,7,1.0,0.0,255,1.0,0.0,4
56899,23,9,283,557,16,1.0,0.0,255,1.0,0.0,4
116892,23,9,340,821,2,1.0,0.0,255,1.0,0.0,4
14062,23,9,198,175,16,1.0,0.0,255,1.0,0.0,4
111995,23,9,171,2998,1,1.0,0.0,255,1.0,0.0,4
97006,23,9,216,1180,13,1.0,0.0,201,1.0,0.0,4
15668,23,1,0,0,1,1.0,0.0,244,1.0,0.0,4
109244,23,9,323,771,18,1.0,0.0,255,1.0,0.0,4
108264,42,9,145,105,1,1.0,0.0,1,0.0,0.77,4
116555,20,9,59,0,8,1.0,0.0,17,0.57,0.09,4
3464,23,9,297,1688,4,1.0,0.0,255,1.0,0.0,4
73255,42,9,147,105,5,0.4,0.6,2,0.01,0.65,4
38231,23,9,325,2531,8,1.0,0.0,255,1.0,0.0,4
103948,20,9,501760,0,1,1.0,0.0,83,0.35,0.02,4
97583,12,9,46,142,83,0.99,0.02,247,0.97,0.01,4
94437,19,9,1530,4152,2,0.5,1.0,30,0.18,0.04,4
115404,23,9,325,864,26,1.0,0.0,255,1.0,0.0,4
96730,23,9,283,253,20,1.0,0.0,255,1.0,0.0,4
121453,23,9,226,2402,15,1.0,0.0,255,1.0,0.0,4
100326,23,9,242,12986,3,1.0,0.0,255,1.0,0.0,4
102376,23,9,228,29868,3,1.0,0.0,255,1.0,0.0,4
100782,42,9,1363,0,22,0.05,0.41,1,0.01,0.1,4
112670,23,9,297,498,21,1.0,0.0,255,1.0,0.0,4
37896,23,9,222,2342,2,1.0,0.0,255,1.0,0.0,4
25531,23,9,283,1532,3,1.0,0.0,255,1.0,0.0,4
5053,51,9,929,459,1,1.0,0.0,154,0.7,0.04,4
114468,23,9,309,1442,7,1.0,0.0,255,1.0,0.0,4
96418,23,9,289,420,10,1.0,0.0,255,1.0,0.0,4
75687,20,9,383,0,2,1.0,0.0,2,1.0,0.0,4
16750,12,9,45,45,160,1.0,0.0,255,1.0,0.0,4
18626,23,9,217,1819,30,1.0,0.0,255,1.0,0.0,4
34669,12,9,44,44,130,1.0,0.0,255,1.0,0.0,4
107723,23,9,293,2165,20,1.0,0.0,255,1.0,0.0,4
37599,18,9,10,0,1,1.0,0.0,10,0.04,0.96,4
112710,12,9,42,42,5,1.0,0.0,245,0.96,0.01,4
35345,23,9,228,32755,1,1.0,0.0,255,1.0,0.0,4
107266,20,9,641,0,2,1.0,0.0,57,0.17,0.05,4
111405,51,9,1729,337,1,1.0,0.0,175,0.95,0.03,4
37016,20,9,192,0,2,1.0,0.0,111,0.44,0.04,4
109685,23,9,224,2051,19,1.0,0.0,255,1.0,0.0,4
81083,23,9,304,4835,1,1.0,0.0,255,1.0,0.0,4
56866,12,9,46,84,176,1.0,0.0,227,0.89,0.01,4
33318,23,5,0,0,29,1.0,0.0,255,1.0,0.0,4
10781,4,9,10,35,1,1.0,0.0,10,0.04,0.03,4
12004,19,9,234,769,1,1.0,0.0,32,0.18,0.07,4
54301,23,1,0,0,1,1.0,0.0,251,1.0,0.0,4
15228,23,9,307,2360,2,1.0,0.0,143,1.0,0.0,4
64666,23,9,267,1897,1,1.0,0.0,255,1.0,0.0,4
106283,51,9,584,329,1,1.0,0.0,150,0.85,0.06,4
118721,47,9,105,146,1,1.0,0.0,7,0.88,0.25,4
18078,51,9,618,492,1,1.0,0.0,3,0.01,0.01,4
33486,23,9,242,464,6,1.0,0.0,255,1.0,0.0,4
71162,12,9,44,113,3,0.67,0.67,240,0.94,0.01,4
82671,23,9,303,216,7,1.0,0.0,255,1.0,0.0,4
5299,20,9,10389,0,5,1.0,0.0,73,0.92,0.17,4
18151,12,9,43,107,2,1.0,0.0,219,0.91,0.01,4
21381,23,9,211,1357,16,1.0,0.0,255,1.0,0.0,4
70085,23,9,162,8265,8,1.0,0.0,255,1.0,0.0,4
125718,51,9,1950,481,1,1.0,0.0,83,0.16,0.01,4
45088,23,9,331,480,8,1.0,0.0,255,1.0,0.0,4
31724,12,9,42,42,5,1.0,0.0,214,0.84,0.01,4
94593,23,9,319,4876,10,1.0,0.0,255,1.0,0.0,4
114446,23,9,320,1423,1,1.0,0.0,255,1.0,0.0,4
120602,23,9,238,370,15,1.0,0.0,255,1.0,0.0,4
111745,47,9,105,147,3,0.33,0.67,240,0.94,0.01,4
83441,23,9,193,296,13,1.0,0.0,255,1.0,0.0,4
88339,23,9,343,1404,26,1.0,0.0,255,1.0,0.0,4
68700,23,9,245,1194,16,1.0,0.0,255,1.0,0.0,4
114552,23,9,227,2529,9,1.0,0.0,255,1.0,0.0,4
31609,20,9,567,0,1,1.0,0.0,97,0.77,0.08,4
117605,23,9,299,4073,5,1.0,0.0,255,1.0,0.0,4
27147,23,9,204,3055,4,1.0,0.0,255,1.0,0.0,4
86931,20,9,637,0,2,1.0,0.0,64,0.79,0.05,4
45464,23,9,217,1239,14,1.0,0.0,255,1.0,0.0,4
78611,51,9,1409,376,1,1.0,0.0,165,0.64,0.01,4
84518,23,1,0,0,1,1.0,0.0,255,1.0,0.0,4
105089,23,9,296,3184,22,1.0,0.0,255,1.0,0.0,4
77160,23,9,325,737,1,1.0,0.0,255,1.0,0.0,4
62231,23,9,193,761,3,1.0,0.0,255,1.0,0.0,4
9772,12,9,45,127,79,1.0,0.0,254,1.0,0.01,4
92618,51,9,10848,942,1,1.0,0.0,4,0.02,0.01,4
93485,23,1,0,0,1,1.0,0.0,73,1.0,0.0,4
123936,23,9,197,659,6,1.0,0.0,255,1.0,0.0,4
56689,12,9,44,81,113,1.0,0.0,254,1.0,0.01,4
76431,42,9,147,105,7,0.29,0.57,2,0.01,0.44,4
92491,20,9,383,0,2,1.0,0.0,68,0.27,0.02,4
40996,23,9,231,3222,6,1.0,0.0,248,0.97,0.01,4
81010,23,9,163,2368,4,1.0,0.0,255,1.0,0.0,4
1097,42,9,146,105,1,1.0,0.0,1,0.0,0.7,4
22822,23,9,233,2239,6,1.0,0.0,248,0.97,0.01,4
112165,23,1,0,0,1,1.0,0.0,255,1.0,0.0,4
999,23,9,229,934,3,1.0,0.0,255,1.0,0.0,4
53966,12,9,43,128,40,1.0,0.0,45,0.48,0.03,4
79735,23,9,279,757,3,1.0,0.0,255,1.0,0.0,4
80123,51,9,2980,329,1,1.0,0.0,185,0.79,0.11,4
28440,61,9,181,0,2,0.5,1.0,19,0.07,0.01,4
58642,23,9,198,1043,24,1.0,0.0,255,1.0,0.0,4
4501,51,9,1447,334,1,1.0,0.0,92,0.69,0.04,4
95936,23,9,218,449,2,1.0,0.0,255,1.0,0.0,4
33993,19,9,1472,4152,1,1.0,0.0,27,0.28,0.04,4
106672,12,9,110,44,1,1.0,0.0,15,0.68,0.09,4
106831,23,9,292,1651,12,1.0,0.0,255,1.0,0.0,4
67658,23,9,352,3327,19,1.0,0.0,255,1.0,0.0,4
100959,18,9,9,143,1,1.0,0.0,11,0.06,0.02,4
86324,23,9,317,6590,5,1.0,0.0,255,1.0,0.0,4
99866,23,9,216,2424,2,1.0,0.0,255,1.0,0.0,4
71394,0,4,3088,11688,2,0.5,1.0,7,0.24,0.07,4
93839,42,9,145,105,1,1.0,0.0,1,0.0,0.6,4
29249,51,9,1137,405,2,1.0,0.0,122,0.73,0.06,4
114,23,9,324,431,4,1.0,0.0,255,1.0,0.0,4
1894,23,1,0,0,2,1.0,0.0,255,1.0,0.0,4
13531,23,9,261,834,14,1.0,0.0,255,1.0,0.0,4
117972,23,1,0,0,2,1.0,0.0,255,1.0,0.0,4
28853,23,1,0,0,1,1.0,0.0,255,1.0,0.0,4
82162,23,9,241,10419,11,1.0,0.0,255,1.0,0.0,4
49865,23,9,211,1355,2,1.0,0.0,255,1.0,0.0,4
40635,18,9,10,273,1,1.0,0.0,2,0.01,0.02,4
79717,23,9,319,930,2,1.0,0.0,255,1.0,0.0,4
120648,23,9,242,2524,3,1.0,0.0,255,1.0,0.0,4
77209,23,9,361,250,6,1.0,0.0,255,1.0,0.0,4
64571,12,9,45,114,103,1.0,0.0,255,1.0,0.0,4
107664,23,9,242,1020,32,1.0,0.0,255,1.0,0.0,4
65094,12,9,42,42,8,1.0,0.0,244,0.96,0.01,4
44464,51,9,3580,387,1,1.0,0.0,45,0.18,0.08,4
124227,23,9,220,882,18,1.0,0.0,255,1.0,0.0,4
122048,23,9,223,314,1,1.0,0.0,255,1.0,0.0,4
114293,23,9,242,3773,10,1.0,0.0,255,1.0,0.0,4
91629,51,9,796,326,1,1.0,0.0,83,0.35,0.03,4
9118,23,9,286,1108,2,1.0,0.0,255,1.0,0.0,4
100245,15,9,30,0,1,1.0,0.0,110,1.0,0.0,4
5371,23,9,204,3881,13,1.0,0.0,255,1.0,0.0,4
7989,23,9,216,16904,6,1.0,0.0,255,1.0,0.0,4
100785,12,9,34,0,1,1.0,0.0,16,0.07,0.03,4
122580,51,9,1722,333,1,1.0,0.0,125,0.59,0.08,4
100807,12,9,46,78,166,1.0,0.0,255,1.0,0.0,4
57615,23,9,191,20238,6,1.0,0.0,255,1.0,0.0,4
96191,51,9,945,396,1,1.0,0.0,21,0.08,0.07,4
109635,51,9,1726,373,1,1.0,0.0,153,0.68,0.02,4
53775,23,9,294,1718,4,1.0,0.0,255,1.0,0.0,4
71362,42,9,145,105,1,1.0,0.0,1,0.01,0.67,4
52866,42,9,146,0,1,1.0,0.0,2,0.01,0.53,4
90180,23,9,303,4899,21,1.0,0.0,255,1.0,0.0,4
61780,12,9,43,43,74,1.0,0.0,255,1.0,0.0,4
84114,23,9,260,821,14,1.0,0.0,255,1.0,0.0,4
84188,23,9,200,654,21,1.0,0.0,255,1.0,0.0,4
15453,51,9,561,332,1,1.0,0.0,84,0.7,0.04,4
98468,23,9,258,22368,10,1.0,0.0,255,1.0,0.0,4
691,23,9,233,4759,14,1.0,0.0,255,1.0,0.0,4
122483,23,1,0,0,1,1.0,0.0,255,1.0,0.0,4
86242,23,9,236,369,1,1.0,0.0,255,1.0,0.0,4
76456,61,9,78,0,21,0.19,0.1,5,0.02,0.01,4
88995,19,9,336,1069,1,1.0,0.0,9,0.1,0.08,4
103548,20,9,12,0,1,1.0,0.0,17,0.27,0.03,4
65968,12,9,45,72,68,1.0,0.0,184,0.82,0.01,4
81030,42,9,147,105,5,0.2,0.6,1,0.0,0.57,4
106193,23,9,335,2659,11,1.0,0.0,183,1.0,0.0,4
9120,23,9,151,8719,1,1.0,0.0,255,1.0,0.0,4
13539,23,9,190,23086,1,1.0,0.0,255,1.0,0.0,4
102349,12,9,44,72,179,0.99,0.01,254,1.0,0.01,4
45081,23,9,317,667,10,1.0,0.0,255,1.0,0.0,4
57213,12,9,44,128,78,1.0,0.0,134,0.53,0.02,4
111036,51,9,1757,331,1,1.0,0.0,143,0.64,0.06,4
43494,12,9,45,45,148,1.0,0.0,254,1.0,0.01,4
83137,12,9,46,133,324,1.0,0.01,251,0.98,0.01,4
61121,12,9,44,132,177,0.99,0.01,241,0.95,0.02,4
25162,47,9,105,147,1,1.0,0.0,76,0.99,0.03,4
41462,23,9,206,1683,30,1.0,0.0,255,1.0,0.0,4
106539,51,9,2522,334,1,1.0,0.0,164,0.64,0.02,4
64123,57,9,127,16461,1,1.0,0.0,2,0.01,0.06,4
34096,23,9,296,30361,16,1.0,0.0,255,1.0,0.0,4
50556,23,9,322,271,9,1.0,0.0,14,1.0,0.0,4
21680,23,9,304,1075,5,1.0,0.0,246,0.96,0.01,4
117381,23,9,232,2341,1,1.0,0.0,255,1.0,0.0,4
22141,23,9,309,3222,2,1.0,0.0,250,0.98,0.01,4
84930,12,9,45,129,133,1.0,0.0,255,1.0,0.0,4
3716,18,9,8,137,2,0.5,1.0,9,0.04,0.02,4
75343,23,9,240,787,2,1.0,0.0,255,1.0,0.0,4
15524,51,9,1525,474,1,1.0,0.0,37,0.15,0.02,4
89260,51,9,1066,326,1,1.0,0.0,191,0.75,0.02,4
68467,23,9,295,5375,1,1.0,0.0,255,1.0,0.0,4
75365,23,1,0,0,1,1.0,0.0,253,1.0,0.0,4
93266,42,9,146,0,1,1.0,0.0,1,0.03,0.78,4
82411,23,9,246,1606,1,1.0,0.0,69,0.91,0.03,4
8768,23,9,216,25078,3,1.0,0.0,254,1.0,0.0,4
100691,23,9,261,31639,8,1.0,0.0,255,1.0,0.0,4
89629,12,9,43,130,73,1.0,0.0,255,1.0,0.0,4
61255,47,9,105,147,2,1.0,0.0,233,0.91,0.01,4
3566,23,9,320,2280,23,1.0,0.0,255,1.0,0.0,4
81533,23,9,299,774,18,1.0,0.0,255,1.0,0.0,4
54689,23,9,277,31812,3,1.0,0.0,255,1.0,0.0,4
16280,20,9,95,0,152,0.01,0.07,6,0.02,0.06,4
24729,23,9,238,281,5,1.0,0.0,255,1.0,0.0,4
24039,42,9,147,0,3,0.33,0.67,1,0.0,0.6,4
36502,23,9,310,5165,6,1.0,0.0,9,1.0,0.0,4
4024,23,9,333,523,17,1.0,0.0,183,1.0,0.0,4
66394,23,9,217,594,1,1.0,0.0,255,1.0,0.0,4
23686,42,9,147,105,2,1.0,0.0,2,0.01,0.57,4
59873,23,9,308,417,21,1.0,0.0,255,1.0,0.0,4
68260,23,9,239,980,5,1.0,0.0,255,1.0,0.0,4
1025,23,9,229,301,4,1.0,0.0,255,1.0,0.0,4
51790,18,9,7,138,1,1.0,0.0,8,0.08,0.06,4
89010,23,9,404,8846,8,1.0,0.0,245,1.0,0.0,4
114205,12,9,46,46,98,1.0,0.0,254,1.0,0.01,4
43860,23,9,231,9211,43,1.0,0.0,255,1.0,0.0,4
113759,51,9,1110,331,1,1.0,0.0,137,0.54,0.02,4
100050,23,9,212,1628,9,1.0,0.0,255,1.0,0.0,4
70120,51,9,1042,400,1,1.0,0.0,26,0.1,0.06,4
51863,23,9,209,757,2,1.0,0.0,255,1.0,0.0,4
65399,23,9,166,429,1,1.0,0.0,250,1.0,0.0,4
2680,23,9,198,1456,5,1.0,0.0,255,1.0,0.0,4
112488,23,1,0,0,1,1.0,0.0,44,1.0,0.0,4
74995,4,9,9,35,1,1.0,0.0,3,0.01,0.02,4
122315,12,9,45,131,46,1.0,0.0,196,0.78,0.02,4
45191,23,9,258,19986,20,1.0,0.0,255,1.0,0.0,4
125896,23,9,329,1492,11,1.0,0.0,255,1.0,0.0,4
57623,23,9,233,2239,6,1.0,0.0,241,0.95,0.01,4
62063,23,9,216,555,16,1.0,0.0,255,1.0,0.0,4
73461,12,9,46,86,306,1.0,0.01,254,1.0,0.01,4
110864,23,9,309,398,3,1.0,0.0,255,1.0,0.0,4
19317,23,9,287,1432,21,1.0,0.0,255,1.0,0.0,4
4373,20,9,16115,0,4,1.0,0.0,45,0.36,0.02,4
94800,23,9,227,516,11,1.0,0.0,255,1.0,0.0,4
56981,20,9,373,0,5,1.0,0.0,124,0.92,0.17,4
5434,23,9,267,23875,1,1.0,0.0,247,1.0,0.0,4
112546,23,9,199,2456,21,1.0,0.0,255,1.0,0.0,4
66839,51,9,663,328,1,1.0,0.0,138,0.55,0.02,4
112688,42,9,15876,0,16,0.06,0.19,1,0.0,0.03,4
110857,19,9,1495,4152,1,1.0,0.0,33,0.18,0.04,4
97061,23,9,207,421,32,1.0,0.0,255,1.0,0.0,4
96447,23,9,313,16364,1,1.0,0.0,255,1.0,0.0,4
93584,12,9,43,125,319,1.0,0.0,251,0.98,0.01,4
114250,23,9,319,1056,6,1.0,0.0,255,1.0,0.0,4
44192,23,9,288,11846,9,1.0,0.0,255,1.0,0.0,4
56337,23,9,214,343,2,1.0,0.0,255,1.0,0.0,4
2058,23,9,294,997,4,1.0,0.0,255,1.0,0.0,4
96529,20,9,252,0,2,1.0,0.0,9,0.35,0.12,4
116104,41,9,48,48,1,1.0,0.0,24,0.28,0.04,4
42549,23,9,229,18529,17,1.0,0.0,87,1.0,0.0,4
74468,4,9,10,38,1,1.0,0.0,9,1.0,0.0,4
107337,51,9,913,328,1,1.0,0.0,160,0.69,0.04,4
92783,23,9,302,1113,12,1.0,0.0,255,1.0,0.0,4
117522,23,5,0,0,2,1.0,0.0,255,1.0,0.0,4
125215,42,9,147,105,2,1.0,0.0,2,0.01,0.57,4
39057,23,9,224,324,11,1.0,0.0,255,1.0,0.0,4
123248,19,9,1052,3081,1,1.0,0.0,53,0.23,0.02,4
16302,12,9,45,127,78,1.0,0.0,254,1.0,0.01,4
20726,45,9,35,130,1,1.0,0.0,5,0.02,0.06,4
40378,12,9,45,135,214,1.0,0.01,70,0.68,0.02,4
56830,12,9,44,86,192,1.0,0.0,255,1.0,0.0,4
48820,51,9,1481,330,1,1.0,0.0,166,0.65,0.02,4
29668,23,9,319,2991,11,1.0,0.0,255,1.0,0.0,4
67610,20,9,1556,0,6,1.0,0.0,50,0.2,0.02,4
57266,23,9,237,9308,1,1.0,0.0,255,1.0,0.0,4
53341,23,9,223,267,26,1.0,0.0,255,1.0,0.0,4
16260,42,9,147,105,1,1.0,0.0,1,0.0,0.58,4
20180,42,9,59,0,5,0.2,0.6,1,0.01,0.07,4
5068,42,9,516,4,417,1.0,0.0,255,1.0,0.0,4
41011,23,9,196,6277,11,1.0,0.0,255,1.0,0.0,4
10589,23,9,215,693,13,1.0,0.0,255,1.0,0.0,4
65715,23,1,0,0,1,1.0,0.0,12,1.0,0.0,4
113590,23,9,158,10499,7,1.0,0.0,255,1.0,0.0,4
96994,42,9,516,4,131,1.0,0.0,131,1.0,0.0,4
43445,20,9,748,0,1,1.0,0.0,77,0.32,0.02,4
117408,23,9,191,318,2,1.0,0.0,255,1.0,0.0,4
107769,51,9,607,337,1,1.0,0.0,145,0.85,0.07,4
55696,23,9,308,409,23,1.0,0.0,255,1.0,0.0,4
67098,23,9,197,324,10,1.0,0.0,255,1.0,0.0,4
81105,51,9,1196,331,1,1.0,0.0,75,0.71,0.1,4
60413,51,9,1805,332,1,1.0,0.0,183,0.74,0.02,4
120707,12,9,42,42,1,1.0,0.0,223,0.87,0.01,4
50804,51,9,11747,880,1,1.0,0.0,180,0.31,0.09,4
